step,agent,post,peers,perspective,tokens,polarity,salience
1,0,"{'type': 'pro', 'text': 'Voting is compulsory in other countries, for instance in Australia. We should adopt the same system to secure greater democratic involvement.'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[53, 10720, 318, 31967, 287, 584, 2678, 11, 329, 4554, 287, 4505, 13, 775, 815, 11206, 262, 976, 1080, 284, 5713, 3744, 10518, 9750, 13]",0.45640514677702365,5.365720548718761
1,1,"{'type': 'con', 'text': ""The alleged crisis of democracy does not allow for infringing an individual's liberty, including the liberty to abstain from voting.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[464, 4260, 4902, 286, 7996, 857, 407, 1249, 329, 43498, 281, 1981, 338, 12354, 11, 1390, 262, 12354, 284, 16552, 391, 422, 6709, 13]",0.46318314472819655,5.7063448399918695
1,2,"{'type': 'con', 'text': 'Peoples right to abstain from voting should not be taken away by politicians who want to hide the fact of their upopularity and irrelevance in society.'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[6435, 12614, 826, 284, 16552, 391, 422, 6709, 815, 407, 307, 2077, 1497, 416, 7602, 508, 765, 284, 7808, 262, 1109, 286, 511, 510, 404, 33737, 290, 11331, 2768, 590, 287, 3592, 13]",0.5233283849336589,8.187535057637533
1,3,"{'type': 'pro', 'text': 'Low participation rates are doubly dangerous. They mean our politicians are not representative of the population as a whole.'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[20535, 10270, 3965, 389, 3385, 306, 4923, 13, 1119, 1612, 674, 7602, 389, 407, 8852, 286, 262, 3265, 355, 257, 2187, 13]",0.48683847350013787,5.090859764215086
1,4,"{'type': 'con', 'text': 'Peoples right to abstain from voting should not be taken away by politicians who want to hide the fact of their upopularity and irrelevance in society.'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[6435, 12614, 826, 284, 16552, 391, 422, 6709, 815, 407, 307, 2077, 1497, 416, 7602, 508, 765, 284, 7808, 262, 1109, 286, 511, 510, 404, 33737, 290, 11331, 2768, 590, 287, 3592, 13]",0.4985644145817417,5.15400115250573
1,5,"{'type': 'con', 'text': 'Refraining from the democratic process is a democratic statement of disenchantment. Those who are disenchanted with politics in general have a right to register their dissatisfaction.'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[8134, 24674, 422, 262, 10518, 1429, 318, 257, 10518, 2643, 286, 595, 268, 8907, 434, 13, 5845, 508, 389, 595, 24421, 4126, 351, 4819, 287, 2276, 423, 257, 826, 284, 7881, 511, 41393, 13]",0.5300246332889905,7.702779483386906
1,6,"{'type': 'con', 'text': ""Many people cannot get away from their work, or find someone to look after their children. And that's the reason why they don't vote.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[7085, 661, 2314, 651, 1497, 422, 511, 670, 11, 393, 1064, 2130, 284, 804, 706, 511, 1751, 13, 843, 326, 338, 262, 1738, 1521, 484, 836, 470, 3015, 13]",0.553655502862301,7.183322771365853
1,7,"{'type': 'con', 'text': 'Just as the right to free speech is complemented by the right to silence, so the right to vote is balanced by the right of abstention.'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[5703, 355, 262, 826, 284, 1479, 4046, 318, 1224, 12061, 416, 262, 826, 284, 9550, 11, 523, 262, 826, 284, 3015, 318, 12974, 416, 262, 826, 286, 16552, 1463, 13]",0.46414792943537364,4.2410487170656666
1,8,"{'type': 'pro', 'text': 'Proxy voting and postal voting will be available for those who cannot physically get to the polling station – voting by the Internet could also be arranged for.'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[44148, 6709, 290, 30793, 6709, 481, 307, 1695, 329, 883, 508, 2314, 10170, 651, 284, 262, 13985, 4429, 784, 6709, 416, 262, 4455, 714, 635, 307, 14921, 329, 13]",0.5544945779405027,9.21714816126924
1,9,"{'type': 'con', 'text': ""Many people cannot get away from their work, or find someone to look after their children. And that's the reason why they don't vote.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[7085, 661, 2314, 651, 1497, 422, 511, 670, 11, 393, 1064, 2130, 284, 804, 706, 511, 1751, 13, 843, 326, 338, 262, 1738, 1521, 484, 836, 470, 3015, 13]",0.46624317566569534,4.115449390015142
2,0,{'text': 'The peoples right to abstain from voting should not be taken away by politicians who want to hide the fact of their upopularity and irrelevance in society.'},"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(1, 2), (1, 1), (1, 2), (1, 7), (1, 3), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 9)]","[464, 14366, 826, 284, 16552, 391, 422, 6709, 815, 407, 307, 2077, 1497, 416, 7602, 508, 765, 284, 7808, 262, 1109, 286, 511, 510, 404, 33737, 290, 11331, 2768, 590, 287, 3592, 13]",0.46229469674321505,4.106485153897526
2,1,{'text': '1. It would still be possible to elect representatives of the public through other means.'},"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(1, 5), (1, 6), (1, 1), (1, 2), (1, 7), (1, 4), (1, 2), (1, 5), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7)]","[16, 13, 632, 561, 991, 307, 1744, 284, 1742, 10826, 286, 262, 1171, 832, 584, 1724, 13]",0.4760354038277131,4.23168135142677
2,2,"{'text': ""It's human nature to want to be a part of the decision-making process.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(1, 2), (1, 5), (1, 1), (1, 9), (1, 6), (1, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[1026, 338, 1692, 3450, 284, 765, 284, 307, 257, 636, 286, 262, 2551, 12, 8601, 1429, 13]",0.4669075041700076,4.379843895852576
2,3,"{'text': 'A thing is good or bad only if it has both a good and a bad side. If it has a bad side, it is bad and if it has a good side, it is good.'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(1, 4), (1, 1), (1, 7), (1, 1), (1, 6), (1, 3), (1, 4), (1, 2), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 7), (0, 9)]","[32, 1517, 318, 922, 393, 2089, 691, 611, 340, 468, 1111, 257, 922, 290, 257, 2089, 1735, 13, 1002, 340, 468, 257, 2089, 1735, 11, 340, 318, 2089, 290, 611, 340, 468, 257, 922, 1735, 11, 340, 318, 922, 13]",0.4544412955506737,4.138252790871649
2,4,{'text': 'A large part of the problem is the fact that democracy has been imposed upon us as an institution.'},"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(1, 0), (1, 8), (1, 2), (1, 3), (1, 3), (1, 0), (1, 5), (0, 0), (0, 1), (0, 2), (0, 3), (0, 6), (0, 7), (0, 8), (0, 9)]","[32, 1588, 636, 286, 262, 1917, 318, 262, 1109, 326, 7996, 468, 587, 10893, 2402, 514, 355, 281, 9901, 13]",0.4557362231464125,4.365621804304545
2,5,"{'text': ""Even in the case of compulsory voting, I'd just add the following thought: Even in the case of compulsory voting, I'd just add the following thought: There is no such thing as a free...""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(1, 2), (1, 9), (1, 4), (1, 2), (1, 9), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[6104, 287, 262, 1339, 286, 31967, 6709, 11, 314, 1549, 655, 751, 262, 1708, 1807, 25, 3412, 287, 262, 1339, 286, 31967, 6709, 11, 314, 1549, 655, 751, 262, 1708, 1807, 25, 1318, 318, 645, 884, 1517, 355, 257, 1479, 986]",0.47155418932668575,4.156582028658396
2,6,"{'text': ""The reason why we have compulsory voting is because we know that people won't vote if they have to pay for it. That's why it's compulsory, isn't it?""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(1, 7), (1, 6), (1, 8), (1, 9), (1, 7), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8)]","[464, 1738, 1521, 356, 423, 31967, 6709, 318, 780, 356, 760, 326, 661, 1839, 470, 3015, 611, 484, 423, 284, 1414, 329, 340, 13, 1320, 338, 1521, 340, 338, 31967, 11, 2125, 470, 340, 30]",0.5621247905011713,9.284969557079831
2,7,"{'text': ""I'm not going to vote because I'm not interested in politics at all. If I did vote, I would vote for a party that I didn't care about.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(1, 7), (1, 5), (1, 4), (1, 6), (1, 7), (1, 6), (0, 0), (0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[40, 1101, 407, 1016, 284, 3015, 780, 314, 1101, 407, 4609, 287, 4819, 379, 477, 13, 1002, 314, 750, 3015, 11, 314, 561, 3015, 329, 257, 2151, 326, 314, 1422, 470, 1337, 546, 13]",0.4699811048698515,4.106182146449486
2,8,"{'text': ""Compulsory voting is the best way of reducing the number of people who don't vote.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(1, 9), (1, 8), (1, 9), (1, 7), (1, 1), (1, 7), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8)]","[7293, 5753, 652, 6709, 318, 262, 1266, 835, 286, 8868, 262, 1271, 286, 661, 508, 836, 470, 3015, 13]",0.5601327842799738,9.239578101787355
2,9,{'text': 'Let us not forget that the most important thing for us to do is to persuade people to vote.'},"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(1, 0), (1, 5), (1, 1), (1, 6), (1, 2), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[5756, 514, 407, 6044, 326, 262, 749, 1593, 1517, 329, 514, 284, 466, 318, 284, 20999, 661, 284, 3015, 13]",0.46560938780806216,4.370631479196877
3,0,"{'text': ""I don't see how non-voters can have a vested interest in voting.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(2, 9), (2, 7), (1, 2), (1, 1), (1, 2), (1, 7), (1, 3), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)]","[40, 836, 470, 766, 703, 1729, 12, 85, 26008, 460, 423, 257, 32789, 1393, 287, 6709, 13]",0.5523661137824974,6.396239333376559
3,1,"{'text': ""What is the point of having elections if the people who cast the votes cannot actually influence the outcome of the elections? It's a complete waste of time and money.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(2, 4), (2, 0), (1, 5), (1, 6), (1, 1), (1, 2), (1, 7), (1, 4), (1, 2), (1, 5), (0, 1), (0, 2), (0, 3), (0, 6), (0, 7)]","[2061, 318, 262, 966, 286, 1719, 7024, 611, 262, 661, 508, 3350, 262, 5690, 2314, 1682, 4588, 262, 8055, 286, 262, 7024, 30, 632, 338, 257, 1844, 7030, 286, 640, 290, 1637, 13]",0.4776222522879026,4.1863844554420595
3,2,"{'text': '2. The loss of voluntary participation is not only disadvantageous, but creates a chilling effect on freedom of speech, freedom of the press, freedom of assembly and freedom of association.'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(2, 1), (2, 4), (1, 2), (1, 5), (1, 1), (1, 9), (1, 6), (1, 0), (0, 1), (0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8)]","[17, 13, 383, 2994, 286, 16171, 10270, 318, 407, 691, 21407, 516, 11, 475, 8075, 257, 28010, 1245, 319, 4925, 286, 4046, 11, 4925, 286, 262, 1803, 11, 4925, 286, 10474, 290, 4925, 286, 8112, 13]",0.5659040844990278,10.162638998013044
3,3,"{'text': 'What would the consequences be if the government decided to listen to its own citizens? The consequences would be staggering. In the long run, they would show that the citizens have lost control of the government.'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(2, 6), (2, 3), (2, 3), (1, 4), (1, 1), (1, 7), (1, 1), (1, 6), (1, 3), (1, 4), (1, 2), (0, 2), (0, 3), (0, 7), (0, 9)]","[2061, 561, 262, 6948, 307, 611, 262, 1230, 3066, 284, 6004, 284, 663, 898, 4290, 30, 383, 6948, 561, 307, 23508, 13, 554, 262, 890, 1057, 11, 484, 561, 905, 326, 262, 4290, 423, 2626, 1630, 286, 262, 1230, 13]",0.45182417388181295,4.145000378332479
3,4,{'text': 'This is an example of the convenience of something that most of us would prefer not to do. But it is one of the few things that we can all agree on.'},"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(2, 8), (1, 0), (1, 8), (1, 2), (1, 3), (1, 3), (1, 0), (1, 5), (0, 0), (0, 1), (0, 2), (0, 6), (0, 7), (0, 8), (0, 9)]","[1212, 318, 281, 1672, 286, 262, 15607, 286, 1223, 326, 749, 286, 514, 561, 4702, 407, 284, 466, 13, 887, 340, 318, 530, 286, 262, 1178, 1243, 326, 356, 460, 477, 4236, 319, 13]",0.4547547372226461,4.394866316983093
3,5,"{'text': ""Many people cannot get away from their work, or find someone to look after their children. And that's the reason why they don't vote.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(2, 5), (2, 4), (1, 2), (1, 9), (1, 4), (1, 9), (0, 0), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[7085, 661, 2314, 651, 1497, 422, 511, 670, 11, 393, 1064, 2130, 284, 804, 706, 511, 1751, 13, 843, 326, 338, 262, 1738, 1521, 484, 836, 470, 3015, 13]",0.47454551390533034,3.8611081537677743
3,6,"{'text': ""There are many reasons why people don't vote.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(2, 5), (2, 5), (1, 7), (1, 6), (1, 8), (1, 9), (1, 7), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)]","[1858, 389, 867, 3840, 1521, 661, 836, 470, 3015, 13]",0.5529047642892819,6.307165195908664
3,7,"{'text': ""If you don't vote, then you don't vote.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(2, 4), (2, 9), (2, 6), (1, 7), (1, 5), (1, 4), (1, 6), (1, 7), (0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 8), (0, 9)]","[1532, 345, 836, 470, 3015, 11, 788, 345, 836, 470, 3015, 13]",0.5085870912733108,4.434863411463283
3,8,{'text': 'There is a real danger of a one-size-fits-all model of universal suffrage. One size fits all is something we should try to avoid at all costs.'},"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(2, 3), (1, 9), (1, 8), (1, 9), (1, 7), (1, 1), (1, 7), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 7), (0, 8)]","[1858, 318, 257, 1103, 3514, 286, 257, 530, 12, 7857, 12, 21013, 12, 439, 2746, 286, 10112, 3027, 8394, 13, 1881, 2546, 11414, 477, 318, 1223, 356, 815, 1949, 284, 3368, 379, 477, 3484, 13]",0.5633214919461881,9.575644910267817
3,9,"{'text': ""There are many reasons why people don't vote.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(2, 7), (2, 6), (2, 3), (2, 3), (1, 0), (1, 1), (1, 2), (0, 0), (0, 1), (0, 2), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]","[1858, 389, 867, 3840, 1521, 661, 836, 470, 3015, 13]",0.4705101417423273,3.94702830777535
4,0,{'text': 'We have to deal with the fact that people are not ready to vote.'},"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(3, 4), (2, 9), (2, 7), (1, 2), (1, 1), (1, 2), (1, 7), (1, 3), (1, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)]","[1135, 423, 284, 1730, 351, 262, 1109, 326, 661, 389, 407, 3492, 284, 3015, 13]",0.5391446526992456,6.2870596930689295
4,1,{'text': 'It seems to me that the purpose of any electoral system is to ensure that people have a voice in deciding who governs them.'},"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(3, 4), (3, 3), (3, 7), (3, 0), (2, 4), (2, 0), (1, 5), (1, 6), (1, 1), (1, 2), (1, 7), (1, 4), (0, 1), (0, 2), (0, 7)]","[1026, 2331, 284, 502, 326, 262, 4007, 286, 597, 13901, 1080, 318, 284, 4155, 326, 661, 423, 257, 3809, 287, 14615, 508, 47049, 606, 13]",0.44940972838452214,4.220683617866483
4,2,{'text': 'It would be unwise to make it compulsory for all citizens to cast their votes in elections.'},"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(3, 3), (3, 5), (3, 1), (3, 6), (2, 1), (2, 4), (1, 2), (1, 1), (1, 9), (1, 6), (1, 0), (0, 1), (0, 6), (0, 7), (0, 8)]","[1026, 561, 307, 555, 3083, 284, 787, 340, 31967, 329, 477, 4290, 284, 3350, 511, 5690, 287, 7024, 13]",0.5667024914290442,9.709727888291528
4,3,{'text': 'It is hard to believe that a majority of the population could be persuaded to abstain from voting if the government wanted to hide the fact of their upopularity and irrelevance.'},"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(3, 7), (3, 6), (2, 6), (2, 3), (2, 3), (1, 4), (1, 1), (1, 7), (1, 1), (1, 6), (1, 4), (1, 2), (0, 2), (0, 3), (0, 7)]","[1026, 318, 1327, 284, 1975, 326, 257, 3741, 286, 262, 3265, 714, 307, 25562, 284, 16552, 391, 422, 6709, 611, 262, 1230, 2227, 284, 7808, 262, 1109, 286, 511, 510, 404, 33737, 290, 11331, 2768, 590, 13]",0.45459388728886746,4.515188973492167
4,4,{'text': 'What if there were some other way to ensure every citizen had the opportunity to participate in our democracy?'},"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(3, 4), (3, 2), (3, 4), (2, 8), (1, 0), (1, 2), (1, 3), (1, 0), (1, 5), (0, 0), (0, 1), (0, 2), (0, 7), (0, 8), (0, 9)]","[2061, 611, 612, 547, 617, 584, 835, 284, 4155, 790, 9511, 550, 262, 3663, 284, 8277, 287, 674, 7996, 30]",0.44117090583950824,4.301541973287193
4,5,{'text': 'It would be wrong to take away the right to vote in the case of compulsory voting.'},"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(3, 5), (3, 4), (3, 3), (2, 5), (2, 4), (1, 2), (1, 9), (1, 4), (1, 9), (0, 0), (0, 4), (0, 6), (0, 7), (0, 8), (0, 9)]","[1026, 561, 307, 2642, 284, 1011, 1497, 262, 826, 284, 3015, 287, 262, 1339, 286, 31967, 6709, 13]",0.4602936163700156,3.940650777127634
4,6,"{'text': ""There are many reasons why people don't vote.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(3, 7), (2, 5), (2, 5), (1, 7), (1, 6), (1, 9), (1, 7), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)]","[1858, 389, 867, 3840, 1521, 661, 836, 470, 3015, 13]",0.5436667460479894,6.035677558922474
4,7,"{'text': ""If you don't like it, don't vote for it.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(3, 1), (2, 4), (2, 9), (2, 6), (1, 7), (1, 5), (1, 4), (1, 6), (0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 8), (0, 9)]","[1532, 345, 836, 470, 588, 340, 11, 836, 470, 3015, 329, 340, 13]",0.5135260535778527,4.351741209346072
4,8,"{'text': ""If people don't vote, then politicians won't be able to influence the outcome of the elections.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(3, 1), (3, 6), (2, 3), (1, 9), (1, 8), (1, 9), (1, 7), (1, 1), (1, 7), (0, 0), (0, 1), (0, 2), (0, 4), (0, 5), (0, 8)]","[1532, 661, 836, 470, 3015, 11, 788, 7602, 1839, 470, 307, 1498, 284, 4588, 262, 8055, 286, 262, 7024, 13]",0.5975758245220547,13.29991704591702
4,9,"{'text': 'The concept of compulsory voting is basically a form of electoral bribery. This, of course, does not make any sense.'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(3, 9), (3, 5), (3, 0), (3, 8), (2, 7), (2, 6), (2, 3), (2, 3), (1, 1), (1, 2), (0, 0), (0, 1), (0, 2), (0, 5), (0, 6)]","[464, 3721, 286, 31967, 6709, 318, 6209, 257, 1296, 286, 13901, 37388, 13, 770, 11, 286, 1781, 11, 857, 407, 787, 597, 2565, 13]",0.5275708845613062,5.406195404354415
5,0,"{'text': ""People should have the freedom to vote for any political party they like, and not be forced to vote for any political party that they don't want to vote for.""}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(4, 2), (3, 4), (2, 9), (2, 7), (1, 2), (1, 2), (1, 7), (1, 3), (1, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)]","[8061, 815, 423, 262, 4925, 284, 3015, 329, 597, 1964, 2151, 484, 588, 11, 290, 407, 307, 4137, 284, 3015, 329, 597, 1964, 2151, 326, 484, 836, 470, 765, 284, 3015, 329, 13]",0.5369284234601349,6.075908336196542
5,1,"{'text': 'When the government decides to listen to its citizens, the consequences would be staggering. In the long run, they would show that the citizens have lost control of the government.'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(4, 4), (4, 1), (4, 9), (4, 9), (3, 4), (3, 3), (3, 7), (3, 0), (2, 4), (2, 0), (1, 5), (1, 2), (1, 7), (0, 1), (0, 2)]","[2215, 262, 1230, 13267, 284, 6004, 284, 663, 4290, 11, 262, 6948, 561, 307, 23508, 13, 554, 262, 890, 1057, 11, 484, 561, 905, 326, 262, 4290, 423, 2626, 1630, 286, 262, 1230, 13]",0.5807785979770834,11.705391572984425
5,2,"{'text': 'If you insist on making it compulsory, why not make it compulsory for all citizens to go to the polls?'}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(4, 2), (4, 3), (4, 5), (4, 4), (4, 6), (3, 3), (3, 5), (3, 1), (3, 6), (2, 1), (2, 4), (1, 2), (1, 9), (1, 6), (1, 0)]","[1532, 345, 16361, 319, 1642, 340, 31967, 11, 1521, 407, 787, 340, 31967, 329, 477, 4290, 284, 467, 284, 262, 9231, 30]",0.5213797372893595,4.758216465545694
