step,agent,post,peers,context,tokens
1,0,"{'type': 'pro', 'text': 'Since the poor and disadvantaged are far less likely to vote than any other group, they can safely be ignored by mainstream politicians. The only way to break this cacle is mandatory voting.'}","[0, 2, 4, 6, 8]","[[0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[6385, 262, 3595, 290, 36327, 389, 1290, 1342, 1884, 284, 3015, 621, 597, 584, 1448, 11, 484, 460, 11512, 307, 9514, 416, 8661, 7602, 13, 383, 691, 835, 284, 2270, 428, 269, 6008, 318, 13677, 6709, 13]"
1,1,"{'type': 'con', 'text': ""Many people cannot get away from their work, or find someone to look after their children. And that's the reason why they don't vote.""}","[1, 3, 5, 7, 9]","[[0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[7085, 661, 2314, 651, 1497, 422, 511, 670, 11, 393, 1064, 2130, 284, 804, 706, 511, 1751, 13, 843, 326, 338, 262, 1738, 1521, 484, 836, 470, 3015, 13]"
1,2,"{'type': 'pro', 'text': 'Voting is compulsory in other countries, for instance in Australia. We should adopt the same system to secure greater democratic involvement.'}","[0, 2, 4, 6, 8]","[[0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[53, 10720, 318, 31967, 287, 584, 2678, 11, 329, 4554, 287, 4505, 13, 775, 815, 11206, 262, 976, 1080, 284, 5713, 3744, 10518, 9750, 13]"
1,3,"{'type': 'con', 'text': 'There are many reasons why people do not vote. Up to 10 per cent of the population is not on the electoral register at any one time.'}","[1, 3, 5, 7, 9]","[[0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[1858, 389, 867, 3840, 1521, 661, 466, 407, 3015, 13, 3205, 284, 838, 583, 1247, 286, 262, 3265, 318, 407, 319, 262, 13901, 7881, 379, 597, 530, 640, 13]"
1,4,"{'type': 'pro', 'text': 'Since the poor and disadvantaged are far less likely to vote than any other group, they can safely be ignored by mainstream politicians. The only way to break this cacle is mandatory voting.'}","[0, 2, 4, 6, 8]","[[0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[6385, 262, 3595, 290, 36327, 389, 1290, 1342, 1884, 284, 3015, 621, 597, 584, 1448, 11, 484, 460, 11512, 307, 9514, 416, 8661, 7602, 13, 383, 691, 835, 284, 2270, 428, 269, 6008, 318, 13677, 6709, 13]"
1,5,"{'type': 'con', 'text': ""There are many reasons why people don't vote. None of these motivations can be affected by forcing people to vote – those who cannot will continue not to, and those who are not interested will vote randomly.""}","[1, 3, 5, 7, 9]","[[0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[1858, 389, 867, 3840, 1521, 661, 836, 470, 3015, 13, 6045, 286, 777, 28140, 460, 307, 5676, 416, 10833, 661, 284, 3015, 784, 883, 508, 2314, 481, 2555, 407, 284, 11, 290, 883, 508, 389, 407, 4609, 481, 3015, 15456, 13]"
1,6,"{'type': 'pro', 'text': 'Since the poor and disadvantaged are far less likely to vote than any other group, they can safely be ignored by mainstream politicians. The only way to break this cacle is mandatory voting.'}","[0, 2, 4, 6, 8]","[[0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[6385, 262, 3595, 290, 36327, 389, 1290, 1342, 1884, 284, 3015, 621, 597, 584, 1448, 11, 484, 460, 11512, 307, 9514, 416, 8661, 7602, 13, 383, 691, 835, 284, 2270, 428, 269, 6008, 318, 13677, 6709, 13]"
1,7,"{'type': 'con', 'text': ""Many people cannot get away from their work, or find someone to look after their children. And that's the reason why they don't vote.""}","[1, 3, 5, 7, 9]","[[0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[7085, 661, 2314, 651, 1497, 422, 511, 670, 11, 393, 1064, 2130, 284, 804, 706, 511, 1751, 13, 843, 326, 338, 262, 1738, 1521, 484, 836, 470, 3015, 13]"
1,8,"{'type': 'pro', 'text': 'Liberal democracy relies on a balance of rights. Lack of participation puts our current political system in a crisis, which requires us to restrict some personal rights and to make voting mandatory.'}","[0, 2, 4, 6, 8]","[[0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[46650, 7996, 16507, 319, 257, 5236, 286, 2489, 13, 38289, 286, 10270, 7584, 674, 1459, 1964, 1080, 287, 257, 4902, 11, 543, 4433, 514, 284, 4239, 617, 2614, 2489, 290, 284, 787, 6709, 13677, 13]"
1,9,"{'type': 'con', 'text': 'Compulsory voting would create political prisoners and hardly help the democratic process.'}","[1, 3, 5, 7, 9]","[[0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[7293, 5753, 652, 6709, 561, 2251, 1964, 10577, 290, 8941, 1037, 262, 10518, 1429, 13]"
2,0,{'text': 'The aim of a voting system is to ensure that citizens are able to participate in all aspects of political life. Any system that fails to do this is a failure of its own.'},"[0, 2, 4, 6, 8]","[[1, 0], [1, 2], [1, 4], [1, 6], [1, 8], [0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[464, 4031, 286, 257, 6709, 1080, 318, 284, 4155, 326, 4290, 389, 1498, 284, 8277, 287, 477, 7612, 286, 1964, 1204, 13, 4377, 1080, 326, 10143, 284, 466, 428, 318, 257, 5287, 286, 663, 898, 13]"
2,1,"{'text': ""The supposed crisis of democracy does not allow for infringing an individual's liberty, including the liberty to abstain from voting.""}","[1, 3, 5, 7, 9]","[[1, 1], [1, 3], [1, 5], [1, 7], [1, 9], [0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[464, 4385, 4902, 286, 7996, 857, 407, 1249, 329, 43498, 281, 1981, 338, 12354, 11, 1390, 262, 12354, 284, 16552, 391, 422, 6709, 13]"
2,2,"{'text': ""It's all about turnout. If people are more willing to participate in the political process, they're more likely to go out and vote.""}","[0, 2, 4, 6, 8]","[[1, 0], [1, 2], [1, 4], [1, 6], [1, 8], [0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[1026, 338, 477, 546, 21666, 13, 1002, 661, 389, 517, 4684, 284, 8277, 287, 262, 1964, 1429, 11, 484, 821, 517, 1884, 284, 467, 503, 290, 3015, 13]"
2,3,"{'text': 'If the idea of compulsory voting is truly a crisis of democracy, then I think the solution is not to force people to vote, but to force people to vote only when they are required to do so...'}","[1, 3, 5, 7, 9]","[[1, 1], [1, 3], [1, 5], [1, 7], [1, 9], [0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[1532, 262, 2126, 286, 31967, 6709, 318, 4988, 257, 4902, 286, 7996, 11, 788, 314, 892, 262, 4610, 318, 407, 284, 2700, 661, 284, 3015, 11, 475, 284, 2700, 661, 284, 3015, 691, 618, 484, 389, 2672, 284, 466, 523, 986]"
2,4,"{'text': 'What if you got to vote every four years, but were blocked from doing so by the fact that you have to register as a voter?'}","[0, 2, 4, 6, 8]","[[1, 0], [1, 2], [1, 4], [1, 6], [1, 8], [0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[2061, 611, 345, 1392, 284, 3015, 790, 1440, 812, 11, 475, 547, 10226, 422, 1804, 523, 416, 262, 1109, 326, 345, 423, 284, 7881, 355, 257, 10765, 30]"
2,5,{'text': 'Why are people so against it? Why are people so opposed to it?'},"[1, 3, 5, 7, 9]","[[1, 1], [1, 3], [1, 5], [1, 7], [1, 9], [0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[5195, 389, 661, 523, 1028, 340, 30, 4162, 389, 661, 523, 6886, 284, 340, 30]"
2,6,{'text': 'The ability to have an informed and active decision-making process is essential.'},"[0, 2, 4, 6, 8]","[[1, 0], [1, 2], [1, 4], [1, 6], [1, 8], [0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[464, 2694, 284, 423, 281, 7981, 290, 4075, 2551, 12, 8601, 1429, 318, 6393, 13]"
2,7,{'text': 'Parliamentary democracy is not a perfect system. It has its flaws and failings.'},"[1, 3, 5, 7, 9]","[[1, 1], [1, 3], [1, 5], [1, 7], [1, 9], [0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[10044, 5130, 560, 7996, 318, 407, 257, 2818, 1080, 13, 632, 468, 663, 17978, 290, 46622, 13]"
2,8,"{'text': ""It's also important to remember that most of the people who are currently eligible to vote do not vote, and many of those who do vote don't vote because they think the process is too difficult...""}","[0, 2, 4, 6, 8]","[[1, 0], [1, 2], [1, 4], [1, 6], [1, 8], [0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[1026, 338, 635, 1593, 284, 3505, 326, 749, 286, 262, 661, 508, 389, 3058, 8867, 284, 3015, 466, 407, 3015, 11, 290, 867, 286, 883, 508, 466, 3015, 836, 470, 3015, 780, 484, 892, 262, 1429, 318, 1165, 2408, 986]"
2,9,{'text': 'It is very difficult for ordinary citizens to learn about the election process and to have a voice in the political process.'},"[1, 3, 5, 7, 9]","[[1, 1], [1, 3], [1, 5], [1, 7], [1, 9], [0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[1026, 318, 845, 2408, 329, 8850, 4290, 284, 2193, 546, 262, 3071, 1429, 290, 284, 423, 257, 3809, 287, 262, 1964, 1429, 13]"
3,0,{'text': 'I would like to see some sort of system in place where a citizen can opt out of voting at any point in time.'},"[0, 2, 4, 6, 8]","[[2, 0], [2, 2], [2, 4], [2, 6], [2, 8], [1, 0], [1, 2], [1, 4], [1, 6], [1, 8], [0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[40, 561, 588, 284, 766, 617, 3297, 286, 1080, 287, 1295, 810, 257, 9511, 460, 2172, 503, 286, 6709, 379, 597, 966, 287, 640, 13]"
3,1,"{'text': 'Compulsory voting should only be used as a last resort, such as in times of war or when it is deemed necessary for the security of the nation.'}","[1, 3, 5, 7, 9]","[[2, 1], [2, 3], [2, 5], [2, 7], [2, 9], [1, 1], [1, 3], [1, 5], [1, 7], [1, 9], [0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[7293, 5753, 652, 6709, 815, 691, 307, 973, 355, 257, 938, 12600, 11, 884, 355, 287, 1661, 286, 1175, 393, 618, 340, 318, 10762, 3306, 329, 262, 2324, 286, 262, 3277, 13]"
3,2,{'text': '1.'},"[0, 2, 4, 6, 8]","[[2, 0], [2, 2], [2, 4], [2, 6], [2, 8], [1, 0], [1, 2], [1, 4], [1, 6], [1, 8], [0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[16, 13]"
3,3,{'text': 'People are rarely forced to vote. They are often forced to ignore their desires and to vote based on the majority vote.'},"[1, 3, 5, 7, 9]","[[2, 1], [2, 3], [2, 5], [2, 7], [2, 9], [1, 1], [1, 3], [1, 5], [1, 7], [1, 9], [0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[8061, 389, 8365, 4137, 284, 3015, 13, 1119, 389, 1690, 4137, 284, 8856, 511, 15997, 290, 284, 3015, 1912, 319, 262, 3741, 3015, 13]"
3,4,"{'text': ""If you're against compulsory voting, why not get rid of the Electoral College? If the upper-class and well-connected aren't allowed to vote, why should the poor and disenfranchised?""}","[0, 2, 4, 6, 8]","[[2, 0], [2, 2], [2, 4], [2, 6], [2, 8], [1, 0], [1, 2], [1, 4], [1, 6], [1, 8], [0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[1532, 345, 821, 1028, 31967, 6709, 11, 1521, 407, 651, 5755, 286, 262, 27557, 5535, 30, 1002, 262, 6727, 12, 4871, 290, 880, 12, 15236, 3588, 470, 3142, 284, 3015, 11, 1521, 815, 262, 3595, 290, 41307, 1417, 30]"
3,5,"{'text': '1) There is no reason to criminalize people who abstain from voting. It is true that they could be subject to criminal prosecution, but that would be prohibitively expensive.'}","[1, 3, 5, 7, 9]","[[2, 1], [2, 3], [2, 5], [2, 7], [2, 9], [1, 1], [1, 3], [1, 5], [1, 7], [1, 9], [0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[16, 8, 1318, 318, 645, 1738, 284, 4301, 1096, 661, 508, 16552, 391, 422, 6709, 13, 632, 318, 2081, 326, 484, 714, 307, 2426, 284, 4301, 12580, 11, 475, 326, 561, 307, 6221, 1800, 306, 5789, 13]"
3,6,"{'text': ""I'm not saying we should have it. I'm not saying we shouldn't have it. I'm just saying we need to seriously consider the pros and cons of compulsory voting.""}","[0, 2, 4, 6, 8]","[[2, 0], [2, 2], [2, 4], [2, 6], [2, 8], [1, 0], [1, 2], [1, 4], [1, 6], [1, 8], [0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[40, 1101, 407, 2282, 356, 815, 423, 340, 13, 314, 1101, 407, 2282, 356, 6584, 470, 423, 340, 13, 314, 1101, 655, 2282, 356, 761, 284, 6411, 2074, 262, 10360, 290, 762, 286, 31967, 6709, 13]"
3,7,"{'text': ""The alleged crisis of democracy does not allow for infringing an individual's liberty, including the liberty to abstain from voting.""}","[1, 3, 5, 7, 9]","[[2, 1], [2, 3], [2, 5], [2, 7], [2, 9], [1, 1], [1, 3], [1, 5], [1, 7], [1, 9], [0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[464, 4260, 4902, 286, 7996, 857, 407, 1249, 329, 43498, 281, 1981, 338, 12354, 11, 1390, 262, 12354, 284, 16552, 391, 422, 6709, 13]"
3,8,"{'text': ""A two-party system is not a perfect system, but it's one of the best available options we have.""}","[0, 2, 4, 6, 8]","[[2, 0], [2, 2], [2, 4], [2, 6], [2, 8], [1, 0], [1, 2], [1, 4], [1, 6], [1, 8], [0, 0], [0, 2], [0, 4], [0, 6], [0, 8]]","[32, 734, 12, 10608, 1080, 318, 407, 257, 2818, 1080, 11, 475, 340, 338, 530, 286, 262, 1266, 1695, 3689, 356, 423, 13]"
3,9,"{'text': ""We should be able to vote as much as we want, as long as we don't get in trouble.""}","[1, 3, 5, 7, 9]","[[2, 1], [2, 3], [2, 5], [2, 7], [2, 9], [1, 1], [1, 3], [1, 5], [1, 7], [1, 9], [0, 1], [0, 3], [0, 5], [0, 7], [0, 9]]","[1135, 815, 307, 1498, 284, 3015, 355, 881, 355, 356, 765, 11, 355, 890, 355, 356, 836, 470, 651, 287, 5876, 13]"
4,0,"{'text': 'Wherever possible, let citizens have a say in how their government is run. This is a crucial consideration in any system of governance. It is the difference between a democracy and a plutocracy.'}","[0, 2, 4, 6, 8]","[[2, 8], [3, 2], [2, 0], [3, 6], [1, 2], [3, 0], [3, 4], [1, 8], [0, 2], [2, 2], [0, 0], [2, 6], [1, 6], [3, 8], [1, 0]]","[8496, 332, 1744, 11, 1309, 4290, 423, 257, 910, 287, 703, 511, 1230, 318, 1057, 13, 770, 318, 257, 8780, 9110, 287, 597, 1080, 286, 18848, 13, 632, 318, 262, 3580, 1022, 257, 7996, 290, 257, 458, 315, 17818, 13]"
4,1,"{'text': ""The alleged crisis of democracy does not allow for infringing an individual's liberty, including the liberty to abstain from voting.""}","[1, 3, 5, 7, 9]","[[3, 7], [3, 3], [3, 1], [1, 3], [1, 1], [3, 5], [2, 1], [2, 9], [2, 5], [3, 9], [1, 9], [0, 1], [2, 7], [1, 5], [0, 5]]","[464, 4260, 4902, 286, 7996, 857, 407, 1249, 329, 43498, 281, 1981, 338, 12354, 11, 1390, 262, 12354, 284, 16552, 391, 422, 6709, 13]"
4,2,"{'text': ""If people are less likely to participate in the political process, they're less likely to vote.""}","[0, 2, 4, 6, 8]","[[3, 2], [2, 2], [2, 8], [3, 8], [1, 0], [2, 0], [2, 4], [3, 0], [3, 6], [1, 4], [1, 2], [2, 6], [0, 8], [0, 4], [1, 6]]","[1532, 661, 389, 1342, 1884, 284, 8277, 287, 262, 1964, 1429, 11, 484, 821, 1342, 1884, 284, 3015, 13]"
4,3,"{'text': ""How can we possibly prevent people from voting? How can we ensure that people who want to abstain from voting don't actually do so? What can we do to make it easier to abstain?""}","[1, 3, 5, 7, 9]","[[3, 3], [3, 7], [2, 3], [3, 9], [1, 3], [3, 5], [2, 7], [1, 7], [0, 3], [1, 5], [0, 7], [2, 5], [2, 1], [3, 1], [2, 9]]","[2437, 460, 356, 5457, 2948, 661, 422, 6709, 30, 1374, 460, 356, 4155, 326, 661, 508, 765, 284, 16552, 391, 422, 6709, 836, 470, 1682, 466, 523, 30, 1867, 460, 356, 466, 284, 787, 340, 4577, 284, 16552, 391, 30]"
4,4,"{'text': ""If everyone was forced to vote, we'd have an entirely different political system. In other words, it would be the exact opposite of what we have now.""}","[0, 2, 4, 6, 8]","[[3, 8], [3, 0], [2, 4], [1, 4], [2, 0], [2, 6], [3, 4], [2, 8], [3, 6], [1, 0], [3, 2], [1, 8], [0, 4], [2, 2], [1, 6]]","[1532, 2506, 373, 4137, 284, 3015, 11, 356, 1549, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13]"
4,5,{'text': 'What are the implications of compulsory voting if every citizen is required to vote? These implications would be very negative.'},"[1, 3, 5, 7, 9]","[[3, 5], [3, 3], [2, 5], [2, 3], [1, 9], [3, 7], [3, 9], [3, 1], [0, 5], [1, 1], [1, 7], [2, 1], [1, 5], [0, 1], [2, 9]]","[2061, 389, 262, 10939, 286, 31967, 6709, 611, 790, 9511, 318, 2672, 284, 3015, 30, 2312, 10939, 561, 307, 845, 4633, 13]"
4,6,"{'text': ""If you're opposed to compulsory voting, why not get rid of the Electoral College? If the upper-class and well-connected aren't allowed to vote, why should the poor and disenfranchised?""}","[0, 2, 4, 6, 8]","[[3, 8], [1, 4], [3, 6], [3, 0], [2, 4], [2, 0], [1, 0], [3, 2], [2, 8], [0, 2], [2, 6], [1, 8], [3, 4], [2, 2], [0, 6]]","[1532, 345, 821, 6886, 284, 31967, 6709, 11, 1521, 407, 651, 5755, 286, 262, 27557, 5535, 30, 1002, 262, 6727, 12, 4871, 290, 880, 12, 15236, 3588, 470, 3142, 284, 3015, 11, 1521, 815, 262, 3595, 290, 41307, 1417, 30]"
4,7,"{'text': ""2) If compulsory voting is in fact a crisis of democracy, then let's have a referendum on whether or not it should be introduced.""}","[1, 3, 5, 7, 9]","[[3, 5], [2, 7], [3, 7], [2, 9], [1, 1], [3, 1], [0, 9], [1, 3], [3, 3], [0, 1], [2, 3], [3, 9], [2, 1], [1, 9], [1, 5]]","[17, 8, 1002, 31967, 6709, 318, 287, 1109, 257, 4902, 286, 7996, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 340, 815, 307, 5495, 13]"
4,8,"{'text': ""If people are more willing to participate in the political process, they're more likely to go out and vote. That's a win-win for everyone.""}","[0, 2, 4, 6, 8]","[[0, 8], [3, 8], [3, 4], [2, 8], [3, 6], [3, 2], [1, 8], [3, 0], [2, 0], [2, 4], [1, 0], [1, 2], [1, 4], [0, 4], [2, 2]]","[1532, 661, 389, 517, 4684, 284, 8277, 287, 262, 1964, 1429, 11, 484, 821, 517, 1884, 284, 467, 503, 290, 3015, 13, 1320, 338, 257, 1592, 12, 5404, 329, 2506, 13]"
4,9,{'text': 'Some people believe that voting is not part of the democratic process.'},"[1, 3, 5, 7, 9]","[[1, 9], [2, 3], [3, 1], [2, 7], [3, 9], [3, 7], [1, 3], [2, 9], [2, 5], [0, 7], [0, 9], [3, 3], [1, 5], [1, 7], [3, 5]]","[4366, 661, 1975, 326, 6709, 318, 407, 636, 286, 262, 10518, 1429, 13]"
5,0,"{'text': ""If everyone is forced to vote, we'd have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[4, 4], [4, 0], [4, 6], [0, 0], [3, 2], [1, 0], [4, 2], [3, 6], [2, 0], [2, 8], [3, 8], [2, 2], [2, 6], [4, 8], [3, 0]]","[1532, 2506, 318, 4137, 284, 3015, 11, 356, 1549, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
5,1,"{'text': '3) As it stands today, compulsory voting amounts to voting for someone else. It does not count as your own vote. You are voting for someone else. So why should you bother to vote?'}","[1, 3, 5, 7, 9]","[[1, 1], [3, 5], [4, 5], [4, 1], [3, 7], [2, 5], [3, 3], [2, 9], [2, 1], [4, 7], [3, 1], [4, 9], [3, 9], [1, 5], [0, 5]]","[18, 8, 1081, 340, 6296, 1909, 11, 31967, 6709, 6867, 284, 6709, 329, 2130, 2073, 13, 632, 857, 407, 954, 355, 534, 898, 3015, 13, 921, 389, 6709, 329, 2130, 2073, 13, 1406, 1521, 815, 345, 11393, 284, 3015, 30]"
5,2,"{'text': ""A two-party system is not a perfect system, but it's one of the best available options we have.""}","[0, 2, 4, 6, 8]","[[4, 6], [4, 2], [3, 2], [4, 8], [1, 0], [3, 0], [2, 2], [2, 6], [2, 0], [4, 4], [4, 0], [2, 8], [3, 6], [1, 6], [3, 8]]","[32, 734, 12, 10608, 1080, 318, 407, 257, 2818, 1080, 11, 475, 340, 338, 530, 286, 262, 1266, 1695, 3689, 356, 423, 13]"
5,3,"{'text': ""If there is no evidence that compulsory voting will reduce the number of 'no' votes, then I think it should be scrapped.""}","[1, 3, 5, 7, 9]","[[2, 7], [4, 7], [2, 3], [4, 1], [3, 5], [2, 9], [4, 5], [4, 3], [2, 1], [0, 3], [1, 3], [4, 9], [3, 7], [3, 1], [3, 3]]","[1532, 612, 318, 645, 2370, 326, 31967, 6709, 481, 4646, 262, 1271, 286, 705, 3919, 6, 5690, 11, 788, 314, 892, 340, 815, 307, 35034, 13]"
5,4,"{'text': ""If everyone was forced to vote, we'd have an entirely different political system. In other words, it would be the exact opposite of what we have now.""}","[0, 2, 4, 6, 8]","[[4, 4], [3, 4], [1, 0], [4, 2], [3, 2], [1, 4], [4, 6], [4, 0], [4, 8], [2, 4], [3, 0], [3, 6], [2, 0], [3, 8], [1, 6]]","[1532, 2506, 373, 4137, 284, 3015, 11, 356, 1549, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13]"
5,5,"{'text': 'If all citizens are required to vote, it seems pretty obvious that the majority vote will remain unvalidated.'}","[1, 3, 5, 7, 9]","[[4, 3], [4, 5], [3, 7], [4, 9], [3, 5], [1, 9], [4, 1], [4, 7], [2, 1], [2, 5], [0, 5], [3, 3], [1, 5], [1, 1], [2, 9]]","[1532, 477, 4290, 389, 2672, 284, 3015, 11, 340, 2331, 2495, 3489, 326, 262, 3741, 3015, 481, 3520, 555, 12102, 515, 13]"
5,6,"{'text': ""If there's a way to make voting more efficient, I'm all for it. I don't want to see the rich get richer, the poor get poorer, and the middle class get poorer.""}","[0, 2, 4, 6, 8]","[[4, 6], [4, 8], [2, 6], [3, 4], [3, 6], [4, 2], [2, 8], [4, 0], [3, 8], [3, 0], [4, 4], [1, 4], [2, 0], [0, 6], [3, 2]]","[1532, 612, 338, 257, 835, 284, 787, 6709, 517, 6942, 11, 314, 1101, 477, 329, 340, 13, 314, 836, 470, 765, 284, 766, 262, 5527, 651, 26192, 11, 262, 3595, 651, 26647, 11, 290, 262, 3504, 1398, 651, 26647, 13]"
5,7,"{'text': 'I think the idea of compulsory voting is not a question of whether it is a crisis of democracy, but rather a question of how to deal with a crisis of democracy.'}","[1, 3, 5, 7, 9]","[[3, 7], [1, 5], [2, 7], [4, 3], [4, 1], [4, 7], [3, 5], [3, 9], [3, 1], [4, 9], [4, 5], [3, 3], [2, 9], [0, 1], [1, 1]]","[40, 892, 262, 2126, 286, 31967, 6709, 318, 407, 257, 1808, 286, 1771, 340, 318, 257, 4902, 286, 7996, 11, 475, 2138, 257, 1808, 286, 703, 284, 1730, 351, 257, 4902, 286, 7996, 13]"
5,8,"{'text': 'If you think voting is hard, then you might want to spend more time looking at ways to make it easier.'}","[0, 2, 4, 6, 8]","[[4, 8], [4, 4], [3, 8], [4, 2], [3, 6], [3, 0], [4, 0], [2, 8], [1, 0], [3, 2], [1, 2], [1, 4], [2, 0], [2, 4], [2, 2]]","[1532, 345, 892, 6709, 318, 1327, 11, 788, 345, 1244, 765, 284, 4341, 517, 640, 2045, 379, 2842, 284, 787, 340, 4577, 13]"
